YEAR,MCX,INDUSTOWER,APLLTD,ITC,NHPC,MHRIL,ENGINERSIN,M&M,DABUR,SBIN,JMFINANCIL,HINDALCO,RATNAMANI,TATASTEEL,JBCHEPHARM,PEL,LICHSGFIN,SUNPHARMA,BANKBARODA,AMBUJACEM,ACC,ZEEL,TITAGARH,UNIONBANK,ADANIPOWER,TITAN,HDFCBANK,SOBHA,BPCL,CIPLA,TV18BRDCST,ASIANPAINT,TATAPOWER,ONGC,JSWSTEEL,VEDL,WIPRO,DRREDDY,HEROMOTOCO,HINDUNILVR,INFY,LUPIN,GESHIP,NETWORK18,SHRIRAMFIN,KOTAKBANK,MARUTI,NTPC,BANKINDIA,PFC,INDUSINDBK,CANBK,IDFC,INOXWIND,SPARC,JINDALSTEL,IRB,PNB,HCLTECH,POWERGRID,CESC,COALINDIA,BHARTIARTL,RECLTD,IDEA,TCS,BATAINDIA,HAVELLS,IPCALAB,UNITDSPR,PHOENIXLTD,ZYDUSLIFE,DLF,PRAJIND,TORNTPHARM,ULTRACEMCO,UPL,MINDACORP,BAJFINANCE,FEDERALBNK,BAJAJ-AUTO,CENTURYTEX,PERSISTENT,EIDPARRY,INDIACEM,GODREJIND,BALRAMCHIN,RAYMOND,PETRONET,3MINDIA,SAIL,CHAMBLFERT,SHREECEM,KPIL,DIVISLAB,CGCL,BALAMINES,OFSS,GRASIM,TECHM,EIHOTEL,ASHOKLEY,GLENMARK,INDHOTEL,HFCL,TATACOMM,GNFC,GRAPHITE,GODREJCP,AUROPHARMA,PRSMJOHNSN,BEML,BHARATFORG,BLUESTARCO,BRITANNIA,ABBOTINDIA,BAYERCROP,APOLLOTYRE,BERGEPAINT,UBL,TRENT,GRINDWELL,BAJAJHLDNG,TATACONSUM,THERMAX,NESTLEIND,JKLAKSHMI,AXISBANK,KSB,RAMCOCEM,WELSPUNLIV,INTELLECT,CENTRALBK,VTL,MRF,MAHSEAMLES,MFSL,GODFRYPHLP,KAJARIACER,JUBLFOOD,PIIND,SKFINDIA,JINDALSAW,SUNDRMFAST,SUPREMEIND,PRESTIGE,SRF,CHOLAHLDNG,VOLTAS,YESBANK,VIPIND,DEEPAKFERT,EICHERMOT,ESCORTS,LLOYDSME,ELGIEQUIP,GSFC,TRITURBINE,HEG,KANSAINER,ASAHIINDIA,CHOLAFIN,ABFRL,JUSTDIAL,USHAMART,TATAINVEST,EMAMILTD,AARTIIND,MANAPPURAM,RHIM,SUNTV,UNOMINDA,JKPAPER,NCC,RKFORGE,TRIDENT,SUNTECK,CANFINHOME,WHIRLPOOL,ALOKINDS,RAJESHEXPO,NBCC,FDC,AVANTIFEED,CARBORUNIV,CCL,OBEROIRLTY,ASTRAL,IDFCFIRSTB,NAVINFLUOR,TANLA,KARURVYSYA,SUNDARMFIN,RTNINDIA,BBTC,GAEL,CEATLTD,PCBL,GPIL,APOLLOHOSP,ARE&M,PATANJALI,SWANENERGY,FINPIPE,FINCABLES,BIRLACORPN,WELCORP,JUBLPHARMA,NATCOPHARM,HBLPOWER,APLAPOLLO,GMDCLTD,SAFARI,GPPL,BSOFT,MAHLIFE,LTF,PNCINFRA,TRIVENI,JSWENERGY,J&KBANK,CUB,SAREGAMA,RADICO,TATAMTRDVR,AIAENG,JSL,JAIBALAJI,GODREJPROP,GRANULES,KPRMILL,BAJAJFINSV,IBULHSGFIN,ECLERX,OIL,ALLCARGO,PVRINOX,ACE,ZFCVINDIA,COROMANDEL,MOTHERSON,MARICO,SOLARINDS,LT,ADANIENT,SIEMENS,BHEL,IOB,CENTURYPLY,SONATSOFTW,SUZLON,TTML,PIDILITIND,ADANIPORTS,MASTEK,TATAMOTORS,CYIENT,DCMSHRIRAM,ABB,TVSMOTOR,NAUKRI,HSCL,GMRINFRA,STLTECH,PGHH,MAHABANK,MMTC,HINDCOPPER,FSL,BIOCON,UCOBANK,JKCEMENT,ASTRAZEN,CRISIL,BEL,MOTILALOFS,AJANTPHARM,BRIGADE,KNRCON,ATUL,APARINDS,TATAELXSI,WESTLIFE,AEGISLOG,M&MFIN,VGUARD,HONAUT,GAIL,NMDC,POLYMED,BLUEDART,TIMKEN,LINDEINDIA,BALKRISIND,JYOTHYLAB,PAGEIND,TORNTPOWER,RCF,MPHASIS,CERA,ICICIBANK,NLCINDIA,MRPL,OLECTRA,ELECON,POONAWALLA,MUTHOOTFIN,IIFL,IGL,KRBL,SCHNEIDER,GILLETTE,ITI,COFORGE,JBMA,INDIANB,GSPL,EPL,REDINGTON,VAIBHAVGBL,KEC,GMMPFAUDLR,HINDPETRO,CGPOWER,EXIDEIND,COLPAL,CASTROLIND,DEEPAKNTR,CUMMINSIND,KEI,IOC,SCHAEFFLER,CIEINDIA,ALKYLAMINE,BOSCHLTD,RENUKA,NATIONALUM,TATACHEM,SJVN,JWL,HINDZINC,INDIGO,GLAXO,ZENSARTECH,SANOFI,IDBI,BORORENEW,FORTIS,CHENNPETRO,CONCOR,FACT,CAPLIPOINT,RELIANCE
2014,50.998,1896.667,188.516,12055.035,11070.669,199.757,673.873,1242.185,1759.141,7762.777,788.733,2064.986,70.092,10352.941,169.638,177.817,504.663,2406.606,2304.16,1551.897,187.745,960.449,115.384,687.441,2935.839,887.786,5050.173,100.75,4338.505,803.239,1714.36,959.198,2704.629,12833.235,2417.22,2964.694,6587.649,170.536,199.688,2163.871,4593.89,450.496,150.777,1046.948,232.855,1832.259,302.08,9894.557,791.913,3300.102,593.642,2791.283,1594.021,09:07.2,238.276,914.904,3514.5,1963.597,2818.239,9300.599,1325.57,6316.364,4435.356,2633.223,5960.861,3940.856,128.528,624.588,252.342,726.639,152.989,1023.743,1783.126,177.895,338.429,274.418,642.906,29:16.8,536.328,1717.319,289.367,101.516,160,175.815,307.179,335.989,244.934,61.381,1500,11.265,4130.092,416.169,34.837,153.461,265.469,740.59,32.401,84.823,461.17,966.843,582.746,2845.876,282.158,889.978,1239.377,285,155.419,195.376,1021.599,583.965,503.357,41.645,465.589,179.872,239.952,21.249,36.619,509.025,1165.043,264.405,332.315,110.72,111.294,631.13,119.156,964.157,117.67,2378.773,34.808,238.077,1004.725,107.411,1658.273,318.112,4.241,133.999,266.973,51.994,158.938,657.258,137.127,52.733,304.531,210.128,127.027,375,287.103,187.255,330.885,2096.607,141.317,90.97,271.541,122.577,222.583,316.909,398.478,329.972,39.959,808.38,243.09,780.546,94.139,70.493,304.742,55.095,453.935,333.282,841.207,120.139,394.085,478.36,148.531,555.932,137.35,5089.54,125.932,133.101,126.872,1377.318,295.26,1800,177.833,136.246,188.324,133.028,339.303,266.112,58:33.6,48.849,101.48,713.505,111.104,1382.27,69.772,553.408,40.45,344.676,131.025,139.125,170.813,3.341,221.18,620.477,152.939,77.005,263.176,159.281,174.174,253,234.386,318,39.85,483.44,197.474,131.767,1884.928,56:09.6,257.945,1640.055,484.778,723.811,174.029,133.039,508.477,94.32,231.185,73.781,199.514,209.279,376.829,1591.252,471.822,61.084,1803.407,1008.382,47.422,98.94,18.968,291.298,4464.198,1290.171,90.49,1396.822,1099.81,356.12,3671.4,1720.966,222.173,280.425,5433.956,1954.928,512.675,2070.952,22.908,2887.204,112.476,162.416,211.908,475.087,120.716,385.733,6035.945,394.899,32.461,1168.334,1500,925.218,671.861,1200,1075.592,69.91,25,71.209,7920,567.895,132.002,169.621,281.235,29.662,38.497,62.276,155.537,334,932.865,420.253,8.842,6765.194,3964.716,88.227,23.728,68,85.284,193.317,362.226,11.154,480.617,551.688,210.17,13.006,6393.356,1677.71,1752.599,36.081,108.936,236.781,398.044,324.727,700.001,235.39,239.104,32.585,288,61.138,101.988,480.292,563.2,314.203,799.595,162.54,257.088,43.853,2285.734,626.746,850,271.986,989.122,104.538,277.2,77.237,14567.716,83.086,323.302,50.991,31.399,928.811,2577.239,254.756,4136.626,54.943,4225.319,34:04.8,169.406,222.705,23.03,1603.959,120.24,463.124,148.911,609.294,346.772,75.55,6539.831
2015,50.998,1896.667,188.516,12055.035,11070.669,199.757,673.873,1242.185,1759.141,7762.777,788.733,2064.986,70.092,10352.941,169.638,177.817,504.663,2406.606,2304.16,1551.897,187.745,960.449,115.384,687.441,2935.839,887.786,5050.173,100.75,4338.505,803.239,1714.36,959.198,2704.629,12833.235,2417.22,2964.694,6587.649,170.536,199.688,2163.871,4593.89,450.496,150.777,1046.948,232.855,1832.259,302.08,9894.557,791.913,3300.102,593.642,2791.283,1594.021,09:07.2,238.276,914.904,3514.5,1963.597,2818.239,9300.599,1325.57,6316.364,4435.356,2633.223,5960.861,3940.856,128.528,624.588,252.342,726.639,152.989,1023.743,1783.126,177.895,338.429,274.418,642.906,29:16.8,536.328,1717.319,289.367,101.516,160,175.815,307.179,335.989,244.934,61.381,1500,11.265,4130.092,416.169,34.837,153.461,265.469,740.59,32.401,84.823,461.17,966.843,582.746,2845.876,282.158,889.978,1239.377,285,155.419,195.376,1021.599,583.965,503.357,41.645,465.589,179.872,239.952,21.249,36.619,509.025,1165.043,264.405,332.315,110.72,111.294,631.13,119.156,964.157,117.67,2378.773,34.808,238.077,1004.725,107.411,1658.273,318.112,4.241,133.999,266.973,51.994,158.938,657.258,137.127,52.733,304.531,210.128,127.027,375,287.103,187.255,330.885,2096.607,141.317,90.97,271.541,122.577,222.583,316.909,398.478,329.972,39.959,808.38,243.09,780.546,94.139,70.493,304.742,55.095,453.935,333.282,841.207,120.139,394.085,478.36,148.531,555.932,137.35,5089.54,125.932,133.101,126.872,1377.318,295.26,1800,177.833,136.246,188.324,133.028,339.303,266.112,58:33.6,48.849,101.48,713.505,111.104,1382.27,69.772,553.408,40.45,344.676,131.025,139.125,170.813,3.341,221.18,620.477,152.939,77.005,263.176,159.281,174.174,253,234.386,318,39.85,483.44,197.474,131.767,1884.928,56:09.6,257.945,1640.055,484.778,723.811,174.029,133.039,508.477,94.32,231.185,73.781,199.514,209.279,376.829,1591.252,471.822,61.084,1803.407,1008.382,47.422,98.94,18.968,291.298,4464.198,1290.171,90.49,1396.822,1099.81,356.12,3671.4,1720.966,222.173,280.425,5433.956,1954.928,512.675,2070.952,22.908,2887.204,112.476,162.416,211.908,475.087,120.716,385.733,6035.945,394.899,32.461,1168.334,1500,925.218,671.861,1200,1075.592,69.91,25,71.209,7920,567.895,132.002,169.621,281.235,29.662,38.497,62.276,155.537,334,932.865,420.253,8.842,6765.194,3964.716,88.227,23.728,68,85.284,193.317,362.226,11.154,480.617,551.688,210.17,13.006,6393.356,1677.71,1752.599,36.081,108.936,236.781,398.044,324.727,700.001,235.39,239.104,32.585,288,61.138,101.988,480.292,563.2,314.203,799.595,162.54,257.088,43.853,2285.734,626.746,850,271.986,989.122,104.538,277.2,77.237,14567.716,83.086,323.302,50.991,31.399,928.811,2577.239,254.756,4136.626,54.943,4225.319,34:04.8,169.406,222.705,23.03,1603.959,120.24,463.124,148.911,609.294,346.772,75.55,6539.831
2016,50.998,1849.608,188.516,12121.361,11070.669,199.757,673.873,1242.185,1761.521,7762.777,791.824,2066.145,70.092,10352.941,169.64,177.817,504.663,2399.21,2304.16,1985.645,187.787,960.449,115.412,687.441,3500.892,887.786,5105.995,98.943,4338.505,804.394,1714.36,959.198,2704.629,12833.235,2417.22,2964.694,6482.328,165.659,199.691,2164.275,4593.89,451.409,150.777,1046.948,232.855,1839.262,302.08,9894.557,1054.695,3300.102,597.41,2791.283,1595.942,887.673,246.874,914.904,3514.5,2127.968,2822.313,9300.599,1325.57,6207.409,4435.356,2633.223,5962.454,3940.856,128.528,624.855,252.342,726.639,153.067,1023.743,1783.974,178.734,338.433,274.47,760.426,209.312,547.933,1720.627,289.367,111.696,160,175.871,307.179,336.14,245.01,61.381,1500,11.265,4130.092,416.17,34.837,153.461,265.469,740.59,32.401,85.029,468.653,973.124,582.746,2845.876,282.168,1090.355,1239.377,285,155.419,195.376,1021.802,585.17,503.357,41.645,465.589,191.048,240.002,21.249,35.354,509.025,1165.144,264.405,332.317,110.72,111.294,631.13,119.156,964.157,117.67,2391.284,34.808,238.077,1004.725,107.934,1902.171,318.112,4.241,133.999,267.27,51.994,158.938,659.479,137.587,52.733,319.754,210.128,127.027,375,287.103,187.438,330.885,2114.663,141.317,90.97,272.036,122.577,222.583,316.909,398.478,329.972,39.959,808.38,243.09,781.327,780.578,69.504,304.742,55.095,453.935,328.482,841.612,120.139,394.085,478.36,155.959,555.932,143.35,5095.793,125.932,133.101,126.872,1377.318,295.26,1800,177.833,136.246,188.597,133.028,339.417,266.148,3395.883,48.936,101.48,713.505,111.104,1382.27,69.772,553.408,40.45,344.676,131.025,139.125,170.813,3.341,221.18,620.477,152.939,77.005,265.226,159.281,174.308,253,235.9,318,41.5,483.44,197.499,131.822,1886.808,256.539,257.945,1640.055,484.778,723.811,174.029,133.039,508.477,94.32,399.47,86.281,216.364,217.302,376.829,1591.315,475.04,59.569,1803.407,1008.382,47.598,98.94,18.968,291.641,4736.466,1290.371,90.49,1399.015,1099.81,356.12,3671.4,2454.729,222.173,280.425,5471.926,1954.928,512.675,2070.952,23.292,2887.204,112.545,162.416,211.908,475.087,121.116,418.408,6035.945,398.202,32.461,1168.334,1500,925.218,676.366,1200,1559.728,69.91,25,71.335,7370.972,574.103,132.007,170.454,281.235,29.662,38.497,62.276,155.568,334,932.865,423.071,8.842,6765.194,3163.89,88.227,23.728,68,85.284,193.317,363.228,11.154,480.617,551.688,210.384,13.006,6402.553,1677.71,1752.599,36.081,112.2,236.934,399.051,326.81,700.001,235.39,239.104,32.585,480,61.362,101.988,480.292,563.517,314.203,799.697,162.68,257.088,43.853,2285.734,626.746,850,271.986,989.122,116.288,277.2,77.797,14567.716,83.086,378.088,50.991,30.521,928.811,1932.929,254.756,4136.626,54.943,4225.319,361.468,169.406,223.983,23.031,2058.815,92.4,481.56,148.911,609.294,346.772,75.55,6548.677
2017,50.998,1849.608,188.516,12190.457,10259.32,199.881,673.873,1243.193,1761.521,8632.054,797.588,2244.889,70.092,10352.946,169.64,178.049,504.663,2399.25,2304.16,1985.645,187.787,960.454,115.452,855.754,3856.939,887.786,5180.247,98.943,4338.505,804.945,1714.36,959.198,2704.773,12833.235,2417.221,3717.194,6031.476,165.822,199.707,2164.479,4367.9,452.028,150.777,1046.949,232.855,1904.416,302.08,9894.557,1184.546,3300.102,599.735,2986.451,1596.355,887.673,246.874,916.444,3514.5,2425.587,2784.336,9300.599,1325.57,6207.409,4435.357,2633.223,5972.681,3828.575,128.528,625.148,252.344,726.639,153.109,1023.743,1784.057,180.015,338.434,274.552,762.535,209.312,576.478,1965.34,289.367,111.696,160,176.995,308.152,336.269,245.01,61.381,1500,11.265,4130.092,416.171,34.837,153.461,265.469,740.59,32.401,85.333,659.947,977.092,582.746,2927.104,282.168,1226.721,1239.377,285,155.419,195.376,1021.994,585.882,503.357,41.645,465.589,191.773,240.118,21.249,35.354,572.05,1165.184,264.405,332.317,110.72,111.294,631.13,119.156,964.157,117.67,2563.88,34.808,238.077,1004.725,125.119,1967.749,286.955,4.241,133.999,268.384,51.994,158.938,659.83,137.907,52.733,319.754,210.128,127.027,375,287.103,187.525,330.885,2298.721,141.317,90.97,272.367,122.577,222.583,316.909,398.478,329.972,39.959,808.38,243.09,781.51,782.874,69.599,304.742,55.095,453.935,328.482,841.96,120.139,394.085,521.127,172.758,555.932,162.958,5095.956,141.513,133.101,126.872,1377.318,295.26,1800,177.833,136.246,188.87,133.028,339.602,266.148,3402.676,49.346,110.938,793.793,111.104,1382.27,69.772,458.671,40.45,344.676,140.945,139.125,170.813,3.341,244.257,620.477,152.939,77.005,265.226,159.281,184.485,253,237.298,318,44.5,483.44,197.499,153.971,1960.632,256.539,257.945,1640.055,556.858,729.822,174.105,133.275,508.502,94.32,460.04,96.386,216.478,253.818,369.479,1591.318,477.832,59.879,1601.304,982.782,47.598,117.323,18.968,292.245,4736.628,1290.771,90.49,1401.032,1099.81,356.12,3671.4,2852.559,222.173,280.425,5793.61,1954.928,512.81,2070.952,23.599,2887.348,112.589,162.416,211.908,475.087,121.516,418.408,6035.945,400.758,32.461,1379.944,1500,925.218,685.26,1200,1866.886,69.91,25,71.705,7370.972,578.883,132.022,204.112,281.235,29.662,38.269,62.276,155.581,334,1013.233,424.654,8.842,6765.211,3163.89,88.227,23.728,68,85.284,193.317,363.588,11.154,480.617,551.688,193.196,13.006,6422.054,1528.568,1752.599,36.081,112.2,236.974,399.914,327.865,700.001,235.39,239.104,32.585,560,61.433,101.988,480.292,563.809,314.478,800.345,162.922,257.088,43.853,2285.734,626.746,850,271.986,989.122,130.711,277.2,78.361,14567.715,83.086,378.367,50.991,30.521,945.247,1932.929,254.756,4136.627,54.943,4225.319,384.313,169.406,224.887,23.031,2907.565,92.4,518.618,148.911,609.294,346.772,75.577,6392.578
